"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 11 14:51:48 GMT 2022","Sun Dec 11 14:51:54 GMT 2022","5314","ui_tests","test_main_page","TestMainPage","","","test_link_names[firefox--locator2]","
        user can go to all top links from the main page
        "
"passed","Sun Dec 11 14:52:02 GMT 2022","Sun Dec 11 14:52:17 GMT 2022","15795","ui_tests","test_main_page","TestMainPage","","","test_bottom_elements_are_active[chrome-vk.com/fojin-locator1]","
        user can go to all bottom links from the main page
        "
"passed","Sun Dec 11 14:51:56 GMT 2022","Sun Dec 11 14:52:01 GMT 2022","5044","ui_tests","test_main_page","TestMainPage","","","test_bottom_elements_are_active[chrome-policy-locator0]","
        user can go to all bottom links from the main page
        "
"passed","Sun Dec 11 14:51:05 GMT 2022","Sun Dec 11 14:51:10 GMT 2022","4474","ui_tests","test_main_page","TestMainPage","","","test_link_names[chrome-cases-locator4]","
        user can go to all top links from the main page
        "
"failed","Sun Dec 11 14:46:35 GMT 2022","Sun Dec 11 14:46:43 GMT 2022","8155","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-1-locator0]","
        test checks availability of each case page(doesn't check content!)
        "
"broken","Sun Dec 11 14:46:55 GMT 2022","Sun Dec 11 14:46:59 GMT 2022","3292","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-8-locator7]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sun Dec 11 14:51:11 GMT 2022","Sun Dec 11 14:51:15 GMT 2022","4682","ui_tests","test_main_page","TestMainPage","","","test_link_names[chrome-contacts-locator5]","
        user can go to all top links from the main page
        "
"broken","Sun Dec 11 14:48:34 GMT 2022","Sun Dec 11 14:48:39 GMT 2022","5448","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_positive_form_data[firefox]","User is scrolling to the bottom and sends correct data"
"passed","Sun Dec 11 14:50:48 GMT 2022","Sun Dec 11 14:50:53 GMT 2022","4562","ui_tests","test_main_page","TestMainPage","","","test_link_names[chrome-about-us-locator1]","
        user can go to all top links from the main page
        "
"broken","Sun Dec 11 14:49:19 GMT 2022","Sun Dec 11 14:49:22 GMT 2022","2716","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-6-locator5]","
        test checks availability of each case page(doesn't check content!)
        "
"broken","Sun Dec 11 14:48:58 GMT 2022","Sun Dec 11 14:49:01 GMT 2022","2768","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-5-locator4]","
        test checks availability of each case page(doesn't check content!)
        "
