"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Dec 10 20:28:29 GMT 2022","Sat Dec 10 20:28:29 GMT 2022","462","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[firefox-negative_data_case3]","User is scrolling to the bottom and sends wrong data"
"skipped","Sat Dec 10 20:26:39 GMT 2022","Sat Dec 10 20:26:41 GMT 2022","1692","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-8-locator7]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sat Dec 10 20:27:31 GMT 2022","Sat Dec 10 20:27:34 GMT 2022","2922","ui_tests","test_main_page","TestMainPage","","","test_link_names[chrome--locator2]","
        user can go to all top links from the main page
        "
"broken","Sat Dec 10 20:26:43 GMT 2022","Sat Dec 10 20:26:43 GMT 2022","329","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[chrome-negative_data_case1]","User is scrolling to the bottom and sends wrong data"
"skipped","Sat Dec 10 20:25:33 GMT 2022","Sat Dec 10 20:25:36 GMT 2022","2420","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-8-locator7]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sat Dec 10 20:28:50 GMT 2022","Sat Dec 10 20:28:53 GMT 2022","3727","ui_tests","test_main_page","TestMainPage","","","test_bottom_elements_are_active[chrome-policy-locator0]","
        user can go to all bottom links from the main page
        "
"broken","Sat Dec 10 20:27:00 GMT 2022","Sat Dec 10 20:27:00 GMT 2022","332","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[chrome-negative_data_case3]","User is scrolling to the bottom and sends wrong data"
"passed","Sat Dec 10 20:27:46 GMT 2022","Sat Dec 10 20:27:49 GMT 2022","3390","ui_tests","test_main_page","TestMainPage","","","test_link_names[chrome-contacts-locator5]","
        user can go to all top links from the main page
        "
"broken","Sat Dec 10 20:26:52 GMT 2022","Sat Dec 10 20:26:52 GMT 2022","315","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[chrome-negative_data_case2]","User is scrolling to the bottom and sends wrong data"
"broken","Sat Dec 10 20:28:02 GMT 2022","Sat Dec 10 20:28:02 GMT 2022","501","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[firefox-negative_data_case2]","User is scrolling to the bottom and sends wrong data"
