"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 11 19:25:00 GMT 2022","Sun Dec 11 19:25:06 GMT 2022","6547","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_positive_form_data[chrome]","User is scrolling to the bottom and sends correct data"
"passed","Sun Dec 11 19:25:08 GMT 2022","Sun Dec 11 19:25:10 GMT 2022","1693","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[chrome-negative_data_case1]","User is scrolling to the bottom and sends wrong data"
"passed","Sun Dec 11 19:25:40 GMT 2022","Sun Dec 11 19:25:42 GMT 2022","1503","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[firefox-negative_data_case0]","User is scrolling to the bottom and sends wrong data"
"failed","Sun Dec 11 19:25:57 GMT 2022","Sun Dec 11 19:26:03 GMT 2022","5795","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-4-locator3]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sun Dec 11 19:25:12 GMT 2022","Sun Dec 11 19:25:14 GMT 2022","1737","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[chrome-negative_data_case3]","User is scrolling to the bottom and sends wrong data"
"passed","Sun Dec 11 19:25:49 GMT 2022","Sun Dec 11 19:25:53 GMT 2022","4415","ui_tests","test_main_page","TestMainPage","","","test_link_names[chrome--locator0]","
        user can go to all top links from the main page
        "
"failed","Sun Dec 11 19:24:51 GMT 2022","Sun Dec 11 19:24:59 GMT 2022","7909","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-5-locator4]","
        test checks availability of each case page(doesn't check content!)
        "
"failed","Sun Dec 11 19:23:55 GMT 2022","Sun Dec 11 19:24:01 GMT 2022","5737","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-2-locator1]","
        test checks availability of each case page(doesn't check content!)
        "
"failed","Sun Dec 11 19:25:04 GMT 2022","Sun Dec 11 19:25:11 GMT 2022","6371","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-1-locator0]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sun Dec 11 19:25:55 GMT 2022","Sun Dec 11 19:25:56 GMT 2022","878","ui_tests","test_main_page","TestMainPage","","","test_link_names[chrome--locator3]","
        user can go to all top links from the main page
        "
"passed","Sun Dec 11 19:25:47 GMT 2022","Sun Dec 11 19:25:48 GMT 2022","992","ui_tests","test_main_page","TestMainPage","","","test_main_page_response","
        server is alive
        "
"failed","Sun Dec 11 19:24:12 GMT 2022","Sun Dec 11 19:24:18 GMT 2022","5688","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-3-locator2]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sun Dec 11 19:26:01 GMT 2022","Sun Dec 11 19:26:11 GMT 2022","9346","ui_tests","test_main_page","TestMainPage","","","test_bottom_elements_are_active[chrome-vk.com/fojin-locator1]","
        user can go to all bottom links from the main page
        "
"failed","Sun Dec 11 19:24:29 GMT 2022","Sun Dec 11 19:24:35 GMT 2022","5755","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-4-locator3]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sun Dec 11 19:26:38 GMT 2022","Sun Dec 11 19:26:39 GMT 2022","980","ui_tests","test_main_page","TestMainPage","","","test_link_names[firefox-cases-locator4]","
        user can go to all top links from the main page
        "
"broken","Sun Dec 11 19:26:43 GMT 2022","Sun Dec 11 19:26:44 GMT 2022","606","ui_tests","test_main_page","TestMainPage","","","test_bottom_elements_are_active[firefox-vk.com/fojin-locator1]","
        user can go to all bottom links from the main page
        "
"passed","Sun Dec 11 19:26:37 GMT 2022","Sun Dec 11 19:26:38 GMT 2022","620","ui_tests","test_main_page","TestMainPage","","","test_link_names[firefox--locator2]","
        user can go to all top links from the main page
        "
"failed","Sun Dec 11 19:27:32 GMT 2022","Sun Dec 11 19:27:41 GMT 2022","8425","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-9-locator8]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sun Dec 11 19:26:33 GMT 2022","Sun Dec 11 19:26:36 GMT 2022","2999","ui_tests","test_main_page","TestMainPage","","","test_link_names[firefox--locator0]","
        user can go to all top links from the main page
        "
"passed","Sun Dec 11 19:26:40 GMT 2022","Sun Dec 11 19:26:42 GMT 2022","1018","ui_tests","test_main_page","TestMainPage","","","test_bottom_elements_are_active[firefox-policy-locator0]","
        user can go to all bottom links from the main page
        "
"broken","Sun Dec 11 19:26:54 GMT 2022","Sun Dec 11 19:26:56 GMT 2022","2595","ui_tests","test_main_page","TestMainPage","","","test_bottom_elements_are_active[firefox-t.me/fojin_tech-locator2]","
        user can go to all bottom links from the main page
        "
"failed","Sun Dec 11 19:26:24 GMT 2022","Sun Dec 11 19:26:30 GMT 2022","6293","ui_tests","test_main_page","TestMainPage","","","test_bottom_elements_are_active[chrome-t.me/fojin_tech-locator2]","
        user can go to all bottom links from the main page
        "
"passed","Sun Dec 11 19:25:44 GMT 2022","Sun Dec 11 19:25:46 GMT 2022","1535","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[firefox-negative_data_case3]","User is scrolling to the bottom and sends wrong data"
"passed","Sun Dec 11 19:26:39 GMT 2022","Sun Dec 11 19:26:40 GMT 2022","1188","ui_tests","test_main_page","TestMainPage","","","test_link_names[firefox-contacts-locator5]","
        user can go to all top links from the main page
        "
"failed","Sun Dec 11 19:24:11 GMT 2022","Sun Dec 11 19:24:17 GMT 2022","5738","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-8-locator7]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sun Dec 11 19:25:42 GMT 2022","Sun Dec 11 19:25:43 GMT 2022","1252","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[firefox-negative_data_case1]","User is scrolling to the bottom and sends wrong data"
"failed","Sun Dec 11 19:23:38 GMT 2022","Sun Dec 11 19:23:44 GMT 2022","6196","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-1-locator0]","
        test checks availability of each case page(doesn't check content!)
        "
