"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 14 11:20:44 GMT 2022","Wed Dec 14 11:20:48 GMT 2022","4276","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"passed","Wed Dec 14 11:22:12 GMT 2022","Wed Dec 14 11:22:15 GMT 2022","2713","ui_tests","test_main_page","TestMainPage","","","User can see and go to the """" link","
        user can go to all top links from the main page
        "
"passed","Wed Dec 14 11:21:13 GMT 2022","Wed Dec 14 11:21:16 GMT 2022","3541","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"passed","Wed Dec 14 11:22:58 GMT 2022","Wed Dec 14 11:23:02 GMT 2022","3552","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""policy"" link","
        user can go to all bottom links from the main page
        "
"passed","Wed Dec 14 11:17:50 GMT 2022","Wed Dec 14 11:17:53 GMT 2022","3455","ui_tests","test_cases_page","TestCasesPage","","","User can see the 6 case","
        test checks availability of each case page(doesn't check content!)
        "
"broken","Wed Dec 14 11:23:12 GMT 2022","Wed Dec 14 11:23:15 GMT 2022","2573","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""t.me/fojin_tech"" link","
        user can go to all bottom links from the main page
        "
"passed","Wed Dec 14 11:22:30 GMT 2022","Wed Dec 14 11:22:35 GMT 2022","4654","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""policy"" link","
        user can go to all bottom links from the main page
        "
"passed","Wed Dec 14 11:20:28 GMT 2022","Wed Dec 14 11:20:32 GMT 2022","4362","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"failed","Wed Dec 14 11:19:09 GMT 2022","Wed Dec 14 11:19:17 GMT 2022","8194","ui_tests","test_cases_page","TestCasesPage","","","User can see the 5 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Wed Dec 14 11:21:53 GMT 2022","Wed Dec 14 11:21:56 GMT 2022","3138","ui_tests","test_main_page","TestMainPage","","","User can see and go to the """" link","
        user can go to all top links from the main page
        "
"failed","Wed Dec 14 11:19:56 GMT 2022","Wed Dec 14 11:20:05 GMT 2022","8246","ui_tests","test_cases_page","TestCasesPage","","","User can see the 9 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Wed Dec 14 11:22:19 GMT 2022","Wed Dec 14 11:22:22 GMT 2022","2971","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""cases"" link","
        user can go to all top links from the main page
        "
"passed","Wed Dec 14 11:18:03 GMT 2022","Wed Dec 14 11:18:06 GMT 2022","3334","ui_tests","test_cases_page","TestCasesPage","","","User can see the 9 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Wed Dec 14 11:21:45 GMT 2022","Wed Dec 14 11:21:50 GMT 2022","4426","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""contacts"" link","
        user can go to all top links from the main page
        "
"passed","Wed Dec 14 11:21:06 GMT 2022","Wed Dec 14 11:21:09 GMT 2022","3575","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"passed","Wed Dec 14 11:20:59 GMT 2022","Wed Dec 14 11:21:02 GMT 2022","3257","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"passed","Wed Dec 14 11:20:06 GMT 2022","Wed Dec 14 11:20:14 GMT 2022","7472","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends a correct data into the form","User is scrolling to the bottom and sends correct data"
"passed","Wed Dec 14 11:21:40 GMT 2022","Wed Dec 14 11:21:44 GMT 2022","4534","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""cases"" link","
        user can go to all top links from the main page
        "
"passed","Wed Dec 14 11:20:33 GMT 2022","Wed Dec 14 11:20:37 GMT 2022","4160","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"passed","Wed Dec 14 11:22:36 GMT 2022","Wed Dec 14 11:22:49 GMT 2022","13048","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""vk.com/fojin"" link","
        user can go to all bottom links from the main page
        "
"failed","Wed Dec 14 11:18:45 GMT 2022","Wed Dec 14 11:18:54 GMT 2022","8197","ui_tests","test_cases_page","TestCasesPage","","","User can see the 3 case","
        test checks availability of each case page(doesn't check content!)
        "
