"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 12 13:05:53 GMT 2022","Mon Dec 12 13:05:57 GMT 2022","3778","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""policy"" link","
        user can go to all bottom links from the main page
        "
"passed","Mon Dec 12 13:03:57 GMT 2022","Mon Dec 12 13:04:01 GMT 2022","4330","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"failed","Mon Dec 12 13:03:46 GMT 2022","Mon Dec 12 13:03:55 GMT 2022","8600","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends a correct data into the form","User is scrolling to the bottom and sends correct data"
"passed","Mon Dec 12 13:02:57 GMT 2022","Mon Dec 12 13:03:00 GMT 2022","3249","ui_tests","test_cases_page","TestCasesPage","","","User can see the 3 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Mon Dec 12 13:04:12 GMT 2022","Mon Dec 12 13:04:16 GMT 2022","3873","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"failed","Mon Dec 12 13:06:38 GMT 2022","Mon Dec 12 13:06:46 GMT 2022","7516","ui_tests","test_cases_page","TestCasesPage","","","User can see the 6 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Mon Dec 12 13:04:26 GMT 2022","Mon Dec 12 13:04:30 GMT 2022","3628","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"passed","Mon Dec 12 13:03:01 GMT 2022","Mon Dec 12 13:03:05 GMT 2022","3160","ui_tests","test_cases_page","TestCasesPage","","","User can see the 4 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Mon Dec 12 13:05:36 GMT 2022","Mon Dec 12 13:05:38 GMT 2022","2201","ui_tests","test_main_page","TestMainPage","","","User can see and go to the """" link","
        user can go to all top links from the main page
        "
"failed","Mon Dec 12 13:08:21 GMT 2022","Mon Dec 12 13:08:28 GMT 2022","7625","ui_tests","test_cases_page","TestCasesPage","","","User can see the 9 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Mon Dec 12 13:04:41 GMT 2022","Mon Dec 12 13:04:44 GMT 2022","2988","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"passed","Mon Dec 12 13:02:53 GMT 2022","Mon Dec 12 13:02:56 GMT 2022","2890","ui_tests","test_cases_page","TestCasesPage","","","User can see the 2 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Mon Dec 12 13:05:30 GMT 2022","Mon Dec 12 13:05:32 GMT 2022","2039","ui_tests","test_main_page","TestMainPage","","","User can see and go to the """" link","
        user can go to all top links from the main page
        "
"passed","Mon Dec 12 13:03:01 GMT 2022","Mon Dec 12 13:03:05 GMT 2022","3175","ui_tests","test_cases_page","TestCasesPage","","","User can see the 9 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Mon Dec 12 13:02:48 GMT 2022","Mon Dec 12 13:02:52 GMT 2022","3560","ui_tests","test_cases_page","TestCasesPage","","","User can see the 1 case","
        test checks availability of each case page(doesn't check content!)
        "
"failed","Mon Dec 12 13:07:14 GMT 2022","Mon Dec 12 13:07:21 GMT 2022","7589","ui_tests","test_cases_page","TestCasesPage","","","User can see the 7 case","
        test checks availability of each case page(doesn't check content!)
        "
"failed","Mon Dec 12 13:04:16 GMT 2022","Mon Dec 12 13:04:23 GMT 2022","7636","ui_tests","test_cases_page","TestCasesPage","","","User can see the 2 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Mon Dec 12 13:03:10 GMT 2022","Mon Dec 12 13:03:16 GMT 2022","6728","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends a correct data into the form","User is scrolling to the bottom and sends correct data"
"broken","Mon Dec 12 13:06:37 GMT 2022","Mon Dec 12 13:06:40 GMT 2022","2869","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""vk.com/fojin"" link","
        user can go to all bottom links from the main page
        "
"passed","Mon Dec 12 13:04:07 GMT 2022","Mon Dec 12 13:04:11 GMT 2022","3708","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"passed","Mon Dec 12 13:04:19 GMT 2022","Mon Dec 12 13:04:22 GMT 2022","3038","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
