"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 15 14:16:54 GMT 2022","Thu Dec 15 14:17:00 GMT 2022","5663","ui_tests","test_cases_page","TestCasesPage","","","User can see the 6 case","
        test checks availability of each case page(doesn't check content!)
        "
"failed","Thu Dec 15 14:18:21 GMT 2022","Thu Dec 15 14:18:29 GMT 2022","7955","ui_tests","test_cases_page","TestCasesPage","","","User can see the 5 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Thu Dec 15 14:18:19 GMT 2022","Thu Dec 15 14:18:22 GMT 2022","3524","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"passed","Thu Dec 15 14:19:02 GMT 2022","Thu Dec 15 14:19:05 GMT 2022","2820","ui_tests","test_main_page","TestMainPage","","","User can see and go to the """" link","
        user can go to all top links from the main page
        "
"passed","Thu Dec 15 14:19:31 GMT 2022","Thu Dec 15 14:19:35 GMT 2022","4586","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""t.me/fojin_tech"" link","
        user can go to all bottom links from the main page
        "
"passed","Thu Dec 15 14:17:01 GMT 2022","Thu Dec 15 14:17:04 GMT 2022","3434","ui_tests","test_cases_page","TestCasesPage","","","User can see the 2 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Thu Dec 15 14:17:01 GMT 2022","Thu Dec 15 14:17:04 GMT 2022","3631","ui_tests","test_cases_page","TestCasesPage","","","User can see the 7 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Thu Dec 15 14:19:15 GMT 2022","Thu Dec 15 14:19:17 GMT 2022","2177","ui_tests","test_main_page","TestMainPage","","","User can see and go to the """" link","
        user can go to all top links from the main page
        "
"passed","Thu Dec 15 14:17:09 GMT 2022","Thu Dec 15 14:17:13 GMT 2022","3199","ui_tests","test_cases_page","TestCasesPage","","","User can see the 9 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Thu Dec 15 14:19:08 GMT 2022","Thu Dec 15 14:19:11 GMT 2022","2778","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""about-us"" link","
        user can go to all top links from the main page
        "
"failed","Thu Dec 15 14:18:56 GMT 2022","Thu Dec 15 14:19:03 GMT 2022","7484","ui_tests","test_cases_page","TestCasesPage","","","User can see the 8 case","
        test checks availability of each case page(doesn't check content!)
        "
"failed","Thu Dec 15 14:17:45 GMT 2022","Thu Dec 15 14:17:53 GMT 2022","7855","ui_tests","test_cases_page","TestCasesPage","","","User can see the 2 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Thu Dec 15 14:17:05 GMT 2022","Thu Dec 15 14:17:09 GMT 2022","3196","ui_tests","test_cases_page","TestCasesPage","","","User can see the 3 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Thu Dec 15 14:19:39 GMT 2022","Thu Dec 15 14:19:42 GMT 2022","3537","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""vk.com/fojin"" link","
        user can go to all bottom links from the main page
        "
"passed","Thu Dec 15 14:19:19 GMT 2022","Thu Dec 15 14:19:21 GMT 2022","2146","ui_tests","test_main_page","TestMainPage","","","User can see and go to the """" link","
        user can go to all top links from the main page
        "
"passed","Thu Dec 15 14:18:30 GMT 2022","Thu Dec 15 14:18:31 GMT 2022","1088","ui_tests","test_main_page","TestMainPage","","","The server is alive","
        server is alive
        "
"passed","Thu Dec 15 14:19:30 GMT 2022","Thu Dec 15 14:19:42 GMT 2022","11777","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""vk.com/fojin"" link","
        user can go to all bottom links from the main page
        "
"passed","Thu Dec 15 14:17:14 GMT 2022","Thu Dec 15 14:17:16 GMT 2022","2708","ui_tests","test_cases_page","TestCasesPage","","","User can see the 5 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Thu Dec 15 14:18:26 GMT 2022","Thu Dec 15 14:18:29 GMT 2022","3134","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"passed","Thu Dec 15 14:19:46 GMT 2022","Thu Dec 15 14:19:50 GMT 2022","3592","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""t.me/fojin_tech"" link","
        user can go to all bottom links from the main page
        "
"passed","Thu Dec 15 14:17:49 GMT 2022","Thu Dec 15 14:17:52 GMT 2022","3559","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"passed","Thu Dec 15 14:18:37 GMT 2022","Thu Dec 15 14:18:41 GMT 2022","4098","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""about-us"" link","
        user can go to all top links from the main page
        "
"passed","Thu Dec 15 14:17:59 GMT 2022","Thu Dec 15 14:18:02 GMT 2022","3728","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends an incorrect data into the request form","User is scrolling to the bottom and sends wrong data"
"passed","Thu Dec 15 14:17:10 GMT 2022","Thu Dec 15 14:17:13 GMT 2022","3151","ui_tests","test_cases_page","TestCasesPage","","","User can see the 4 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Thu Dec 15 14:18:32 GMT 2022","Thu Dec 15 14:18:36 GMT 2022","4041","ui_tests","test_main_page","TestMainPage","","","User can see and go to the """" link","
        user can go to all top links from the main page
        "
"failed","Thu Dec 15 14:17:33 GMT 2022","Thu Dec 15 14:17:42 GMT 2022","8266","ui_tests","test_cases_page","TestCasesPage","","","User can see the 1 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Thu Dec 15 14:19:25 GMT 2022","Thu Dec 15 14:19:28 GMT 2022","3007","ui_tests","test_main_page","TestMainPage","","","User can see and go to the ""contacts"" link","
        user can go to all top links from the main page
        "
"passed","Thu Dec 15 14:17:05 GMT 2022","Thu Dec 15 14:17:08 GMT 2022","3097","ui_tests","test_cases_page","TestCasesPage","","","User can see the 8 case","
        test checks availability of each case page(doesn't check content!)
        "
"failed","Thu Dec 15 14:18:44 GMT 2022","Thu Dec 15 14:18:52 GMT 2022","8311","ui_tests","test_cases_page","TestCasesPage","","","User can see the 7 case","
        test checks availability of each case page(doesn't check content!)
        "
"failed","Thu Dec 15 14:18:10 GMT 2022","Thu Dec 15 14:18:17 GMT 2022","7730","ui_tests","test_cases_page","TestCasesPage","","","User can see the 4 case","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Thu Dec 15 14:18:46 GMT 2022","Thu Dec 15 14:18:49 GMT 2022","3135","ui_tests","test_main_page","TestMainPage","","","User can see and go to the """" link","
        user can go to all top links from the main page
        "
"passed","Thu Dec 15 14:17:17 GMT 2022","Thu Dec 15 14:17:25 GMT 2022","7593","ui_tests","test_form_from_main_page","TestMainPageForm","","","User sends a correct data into the form","User is scrolling to the bottom and sends correct data"
