"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 10 19:39:29 GMT 2022","Sat Dec 10 19:39:34 GMT 2022","4794","ui_tests","test_main_page","TestMainPage","","","test_link_names[chrome--locator0]","
        user can go to all top links from the main page
        "
"broken","Sat Dec 10 19:41:34 GMT 2022","Sat Dec 10 19:41:36 GMT 2022","2088","ui_tests","test_main_page","TestMainPage","","","test_bottom_elements_are_active[firefox-t.me/fojin_tech-locator2]","
        user can go to all bottom links from the main page
        "
"skipped","Sat Dec 10 19:38:45 GMT 2022","Sat Dec 10 19:38:52 GMT 2022","7282","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-6-locator5]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sat Dec 10 19:40:29 GMT 2022","Sat Dec 10 19:40:34 GMT 2022","4892","ui_tests","test_main_page","TestMainPage","","","test_bottom_elements_are_active[chrome-t.me/fojin_tech-locator2]","
        user can go to all bottom links from the main page
        "
"skipped","Sat Dec 10 19:39:19 GMT 2022","Sat Dec 10 19:39:26 GMT 2022","7450","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-9-locator8]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sat Dec 10 19:39:44 GMT 2022","Sat Dec 10 19:39:48 GMT 2022","3204","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[firefox-negative_data_case3]","User is scrolling to the bottom and sends wrong data"
"passed","Sat Dec 10 19:40:11 GMT 2022","Sat Dec 10 19:40:15 GMT 2022","3050","ui_tests","test_main_page","TestMainPage","","","test_link_names[firefox-cases-locator4]","
        user can go to all top links from the main page
        "
"skipped","Sat Dec 10 19:37:16 GMT 2022","Sat Dec 10 19:37:24 GMT 2022","7365","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-3-locator2]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sat Dec 10 19:39:27 GMT 2022","Sat Dec 10 19:39:28 GMT 2022","651","ui_tests","test_main_page","TestMainPage","","","test_main_page_response","
        server is alive
        "
"passed","Sat Dec 10 19:40:17 GMT 2022","Sat Dec 10 19:40:21 GMT 2022","4396","ui_tests","test_main_page","TestMainPage","","","test_bottom_elements_are_active[chrome-policy-locator0]","
        user can go to all bottom links from the main page
        "
"passed","Sat Dec 10 19:39:40 GMT 2022","Sat Dec 10 19:39:43 GMT 2022","2972","ui_tests","test_main_page","TestMainPage","","","test_link_names[chrome--locator2]","
        user can go to all top links from the main page
        "
"passed","Sat Dec 10 19:37:41 GMT 2022","Sat Dec 10 19:37:47 GMT 2022","6026","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_positive_form_data[chrome]","User is scrolling to the bottom and sends correct data"
"failed","Sat Dec 10 19:38:51 GMT 2022","Sat Dec 10 19:39:00 GMT 2022","8525","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_positive_form_data[firefox]","User is scrolling to the bottom and sends correct data"
"passed","Sat Dec 10 19:39:11 GMT 2022","Sat Dec 10 19:39:15 GMT 2022","3599","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[chrome-negative_data_case2]","User is scrolling to the bottom and sends wrong data"
"passed","Sat Dec 10 19:39:30 GMT 2022","Sat Dec 10 19:39:34 GMT 2022","3550","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[firefox-negative_data_case1]","User is scrolling to the bottom and sends wrong data"
"skipped","Sat Dec 10 19:38:10 GMT 2022","Sat Dec 10 19:38:18 GMT 2022","7701","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-3-locator2]","
        test checks availability of each case page(doesn't check content!)
        "
"skipped","Sat Dec 10 19:36:59 GMT 2022","Sat Dec 10 19:37:07 GMT 2022","7885","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-6-locator5]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sat Dec 10 19:39:56 GMT 2022","Sat Dec 10 19:39:59 GMT 2022","3332","ui_tests","test_main_page","TestMainPage","","","test_link_names[firefox-about-us-locator1]","
        user can go to all top links from the main page
        "
"passed","Sat Dec 10 19:39:38 GMT 2022","Sat Dec 10 19:39:41 GMT 2022","2975","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[firefox-negative_data_case2]","User is scrolling to the bottom and sends wrong data"
"broken","Sat Dec 10 19:40:59 GMT 2022","Sat Dec 10 19:41:02 GMT 2022","2295","ui_tests","test_main_page","TestMainPage","","","test_bottom_elements_are_active[firefox-vk.com/fojin-locator1]","
        user can go to all bottom links from the main page
        "
"passed","Sat Dec 10 19:40:12 GMT 2022","Sat Dec 10 19:40:15 GMT 2022","2765","ui_tests","test_main_page","TestMainPage","","","test_link_names[firefox-contacts-locator5]","
        user can go to all top links from the main page
        "
"passed","Sat Dec 10 19:39:16 GMT 2022","Sat Dec 10 19:39:20 GMT 2022","3735","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[chrome-negative_data_case3]","User is scrolling to the bottom and sends wrong data"
"skipped","Sat Dec 10 19:37:08 GMT 2022","Sat Dec 10 19:37:15 GMT 2022","7319","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-7-locator6]","
        test checks availability of each case page(doesn't check content!)
        "
"skipped","Sat Dec 10 19:37:47 GMT 2022","Sat Dec 10 19:37:55 GMT 2022","7647","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-1-locator0]","
        test checks availability of each case page(doesn't check content!)
        "
"skipped","Sat Dec 10 19:39:08 GMT 2022","Sat Dec 10 19:39:15 GMT 2022","7656","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-8-locator7]","
        test checks availability of each case page(doesn't check content!)
        "
"skipped","Sat Dec 10 19:36:59 GMT 2022","Sat Dec 10 19:37:07 GMT 2022","8285","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-1-locator0]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sat Dec 10 19:39:49 GMT 2022","Sat Dec 10 19:39:53 GMT 2022","3515","ui_tests","test_main_page","TestMainPage","","","test_link_names[chrome-contacts-locator5]","
        user can go to all top links from the main page
        "
"passed","Sat Dec 10 19:40:04 GMT 2022","Sat Dec 10 19:40:07 GMT 2022","3338","ui_tests","test_main_page","TestMainPage","","","test_link_names[firefox--locator2]","
        user can go to all top links from the main page
        "
"passed","Sat Dec 10 19:40:17 GMT 2022","Sat Dec 10 19:40:28 GMT 2022","11401","ui_tests","test_main_page","TestMainPage","","","test_bottom_elements_are_active[chrome-vk.com/fojin-locator1]","
        user can go to all bottom links from the main page
        "
"skipped","Sat Dec 10 19:37:08 GMT 2022","Sat Dec 10 19:37:15 GMT 2022","7287","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-2-locator1]","
        test checks availability of each case page(doesn't check content!)
        "
"skipped","Sat Dec 10 19:38:33 GMT 2022","Sat Dec 10 19:38:40 GMT 2022","7477","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-5-locator4]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sat Dec 10 19:39:56 GMT 2022","Sat Dec 10 19:40:00 GMT 2022","3336","ui_tests","test_main_page","TestMainPage","","","test_link_names[firefox--locator0]","
        user can go to all top links from the main page
        "
"skipped","Sat Dec 10 19:37:24 GMT 2022","Sat Dec 10 19:37:32 GMT 2022","7463","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-9-locator8]","
        test checks availability of each case page(doesn't check content!)
        "
"skipped","Sat Dec 10 19:38:22 GMT 2022","Sat Dec 10 19:38:29 GMT 2022","7305","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-4-locator3]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sat Dec 10 19:40:04 GMT 2022","Sat Dec 10 19:40:07 GMT 2022","2699","ui_tests","test_main_page","TestMainPage","","","test_link_names[firefox--locator3]","
        user can go to all top links from the main page
        "
"passed","Sat Dec 10 19:40:24 GMT 2022","Sat Dec 10 19:40:27 GMT 2022","2880","ui_tests","test_main_page","TestMainPage","","","test_bottom_elements_are_active[firefox-policy-locator0]","
        user can go to all bottom links from the main page
        "
"passed","Sat Dec 10 19:39:44 GMT 2022","Sat Dec 10 19:39:48 GMT 2022","3406","ui_tests","test_main_page","TestMainPage","","","test_link_names[chrome--locator3]","
        user can go to all top links from the main page
        "
"skipped","Sat Dec 10 19:38:57 GMT 2022","Sat Dec 10 19:39:04 GMT 2022","7372","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-7-locator6]","
        test checks availability of each case page(doesn't check content!)
        "
"skipped","Sat Dec 10 19:37:33 GMT 2022","Sat Dec 10 19:37:40 GMT 2022","7443","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-5-locator4]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sat Dec 10 19:39:49 GMT 2022","Sat Dec 10 19:39:53 GMT 2022","3827","ui_tests","test_main_page","TestMainPage","","","test_link_names[chrome-cases-locator4]","
        user can go to all top links from the main page
        "
"skipped","Sat Dec 10 19:37:16 GMT 2022","Sat Dec 10 19:37:23 GMT 2022","7393","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-8-locator7]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sat Dec 10 19:39:35 GMT 2022","Sat Dec 10 19:39:39 GMT 2022","3912","ui_tests","test_main_page","TestMainPage","","","test_link_names[chrome-about-us-locator1]","
        user can go to all top links from the main page
        "
"skipped","Sat Dec 10 19:37:25 GMT 2022","Sat Dec 10 19:37:32 GMT 2022","7219","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[chrome-4-locator3]","
        test checks availability of each case page(doesn't check content!)
        "
"passed","Sat Dec 10 19:39:06 GMT 2022","Sat Dec 10 19:39:10 GMT 2022","3753","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[chrome-negative_data_case1]","User is scrolling to the bottom and sends wrong data"
"passed","Sat Dec 10 19:39:23 GMT 2022","Sat Dec 10 19:39:26 GMT 2022","3440","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[firefox-negative_data_case0]","User is scrolling to the bottom and sends wrong data"
"passed","Sat Dec 10 19:39:01 GMT 2022","Sat Dec 10 19:39:05 GMT 2022","3817","ui_tests","test_form_from_main_page","TestMainPageForm","","","test_negative_form_data[chrome-negative_data_case0]","User is scrolling to the bottom and sends wrong data"
"skipped","Sat Dec 10 19:37:58 GMT 2022","Sat Dec 10 19:38:06 GMT 2022","7628","ui_tests","test_cases_page","TestCasesPage","","","test_case_page[firefox-2-locator1]","
        test checks availability of each case page(doesn't check content!)
        "
